PO_Number,Supplier,Category,Spend,Order_Date
PO1895,Supplier 49,Chemicals,4762.11,2029-03-09
PO1896,Supplier 25,Logistics,9349.79,2029-03-10
PO1897,Supplier 24,IT Equipment,16113.9,2029-03-11
PO1898,Supplier 12,Maintenance,2232.07,2029-03-12
PO1899,Supplier 18,Maintenance,9357.73,2029-03-13
PO1900,Supplier 15,Raw Materials,13602.59,2029-03-14
PO1901,Supplier 44,Logistics,24907.5,2029-03-15
PO1902,Supplier 16,IT Equipment,12126.07,2029-03-16
PO1903,Supplier 27,IT Equipment,20493.39,2029-03-17
PO1904,Supplier 8,Packaging,11085.65,2029-03-18
PO1905,Supplier 46,Raw Materials,20011.57,2029-03-19
PO1906,Supplier 25,Raw Materials,15087.66,2029-03-20
PO1907,Supplier 17,IT Equipment,22221.59,2029-03-21
PO1908,Supplier 29,IT Equipment,10568.09,2029-03-22
PO1909,Supplier 8,Chemicals,15305.46,2029-03-23
PO1910,Supplier 15,Chemicals,15935.46,2029-03-24
PO1911,Supplier 27,Chemicals,10725.88,2029-03-25
PO1912,Supplier 46,Raw Materials,4035.65,2029-03-26
PO1913,Supplier 50,Packaging,2792.21,2029-03-27
PO1914,Supplier 7,Maintenance,908.45,2029-03-28
PO1915,Supplier 3,Chemicals,21901.59,2029-03-29
PO1916,Supplier 29,Packaging,6293.64,2029-03-30
PO1917,Supplier 44,Logistics,5681.92,2029-03-31
PO1918,Supplier 24,Chemicals,18532.87,2029-04-01
PO1919,Supplier 3,Maintenance,8340.39,2029-04-02
PO1920,Supplier 20,Logistics,12898.09,2029-04-03
PO1921,Supplier 46,Logistics,4481.52,2029-04-04
PO1922,Supplier 15,Maintenance,24013.77,2029-04-05
PO1923,Supplier 25,Chemicals,21363.74,2029-04-06
PO1924,Supplier 30,Raw Materials,21662.85,2029-04-07
PO1925,Supplier 14,Maintenance,10465.96,2029-04-08
PO1926,Supplier 7,Maintenance,19177.85,2029-04-09
PO1927,Supplier 17,Maintenance,4024.97,2029-04-10
PO1928,Supplier 44,Logistics,711.17,2029-04-11
PO1929,Supplier 20,Packaging,989.34,2029-04-12
PO1930,Supplier 36,Raw Materials,14871.74,2029-04-13
PO1931,Supplier 9,Chemicals,11657.18,2029-04-14
PO1932,Supplier 38,Chemicals,13191.38,2029-04-15
PO1933,Supplier 48,Packaging,682.85,2029-04-16
PO1934,Supplier 22,Maintenance,10855.82,2029-04-17
PO1935,Supplier 2,Raw Materials,18092.67,2029-04-18
PO1936,Supplier 24,Chemicals,11346.0,2029-04-19
PO1937,Supplier 8,IT Equipment,18439.37,2029-04-20
PO1938,Supplier 11,Chemicals,6208.96,2029-04-21
PO1939,Supplier 13,Maintenance,20421.98,2029-04-22
PO1940,Supplier 17,IT Equipment,14916.57,2029-04-23
PO1941,Supplier 8,Packaging,5663.7,2029-04-24
PO1942,Supplier 21,Raw Materials,6299.65,2029-04-25
PO1943,Supplier 18,Packaging,15886.75,2029-04-26
PO1944,Supplier 30,Packaging,20833.52,2029-04-27
PO1945,Supplier 18,Raw Materials,10682.88,2029-04-28
PO1946,Supplier 46,Raw Materials,6828.36,2029-04-29
PO1947,Supplier 47,Chemicals,21741.78,2029-04-30
PO1948,Supplier 31,Chemicals,16897.07,2029-05-01
PO1949,Supplier 38,Raw Materials,11478.09,2029-05-02
PO1950,Supplier 32,IT Equipment,12453.55,2029-05-03
PO1951,Supplier 11,Logistics,5504.28,2029-05-04
PO1952,Supplier 45,Chemicals,15856.66,2029-05-05
PO1953,Supplier 25,Logistics,9289.19,2029-05-06
PO1954,Supplier 33,IT Equipment,24893.31,2029-05-07
PO1955,Supplier 38,Raw Materials,12264.5,2029-05-08
PO1956,Supplier 41,IT Equipment,12404.2,2029-05-09
PO1957,Supplier 8,Chemicals,14363.37,2029-05-10
PO1958,Supplier 11,Packaging,22960.52,2029-05-11
PO1959,Supplier 22,Raw Materials,20120.04,2029-05-12
PO1960,Supplier 24,Maintenance,11552.69,2029-05-13
PO1961,Supplier 41,Logistics,18108.13,2029-05-14
PO1962,Supplier 17,IT Equipment,14862.77,2029-05-15
PO1963,Supplier 12,Raw Materials,12562.99,2029-05-16
PO1964,Supplier 46,IT Equipment,5211.74,2029-05-17
PO1965,Supplier 32,Raw Materials,11866.44,2029-05-18
PO1966,Supplier 15,Chemicals,6522.56,2029-05-19
PO1967,Supplier 16,Chemicals,22913.63,2029-05-20
PO1968,Supplier 22,Chemicals,8717.47,2029-05-21
PO1969,Supplier 28,IT Equipment,23830.47,2029-05-22
PO1970,Supplier 20,Maintenance,13559.85,2029-05-23
PO1971,Supplier 33,Chemicals,15972.84,2029-05-24
PO1972,Supplier 10,Raw Materials,13802.04,2029-05-25
PO1973,Supplier 40,Chemicals,3669.83,2029-05-26
PO1974,Supplier 32,Packaging,9707.62,2029-05-27
PO1975,Supplier 50,Chemicals,2929.08,2029-05-28
PO1976,Supplier 33,IT Equipment,15762.37,2029-05-29
PO1977,Supplier 2,Maintenance,11448.42,2029-05-30
PO1978,Supplier 33,Packaging,19560.63,2029-05-31
PO1979,Supplier 33,IT Equipment,5901.53,2029-06-01
PO1980,Supplier 41,IT Equipment,4531.87,2029-06-02
PO1981,Supplier 13,IT Equipment,10455.14,2029-06-03
PO1982,Supplier 30,Raw Materials,23201.34,2029-06-04
PO1983,Supplier 33,IT Equipment,17905.33,2029-06-05
PO1984,Supplier 13,Raw Materials,10763.63,2029-06-06
PO1985,Supplier 26,IT Equipment,13173.17,2029-06-07
PO1986,Supplier 22,Logistics,2563.22,2029-06-08
PO1987,Supplier 39,Packaging,24622.11,2029-06-09
PO1988,Supplier 2,Logistics,16826.98,2029-06-10
PO1989,Supplier 38,IT Equipment,7492.4,2029-06-11
PO1990,Supplier 39,Packaging,14852.31,2029-06-12
PO1991,Supplier 26,Packaging,3182.32,2029-06-13
PO1992,Supplier 46,Maintenance,24163.0,2029-06-14
PO1993,Supplier 50,Logistics,4782.23,2029-06-15
PO1994,Supplier 15,Maintenance,16376.74,2029-06-16
PO1995,Supplier 34,Packaging,6513.63,2029-06-17
PO1996,Supplier 42,Raw Materials,18080.25,2029-06-18
PO1997,Supplier 44,Packaging,19532.12,2029-06-19
PO1998,Supplier 49,Maintenance,16998.78,2029-06-20
PO1999,Supplier 40,Logistics,15555.24,2029-06-21
PO2000,Supplier 11,IT Equipment,22365.49,2029-06-22
PO2001,Supplier 3,IT Equipment,2426.35,2029-06-23
PO2002,Supplier 6,Logistics,8607.41,2029-06-24
PO2003,Supplier 9,IT Equipment,6583.04,2029-06-25
PO2004,Supplier 6,IT Equipment,24706.34,2029-06-26
PO2005,Supplier 9,Maintenance,10040.05,2029-06-27
PO2006,Supplier 39,Logistics,18449.01,2029-06-28
PO2007,Supplier 31,Chemicals,17275.77,2029-06-29
PO2008,Supplier 32,Raw Materials,5695.99,2029-06-30
PO2009,Supplier 41,Raw Materials,6355.44,2029-07-01
PO2010,Supplier 50,IT Equipment,7391.47,2029-07-02
PO2011,Supplier 12,Raw Materials,10572.62,2029-07-03
PO2012,Supplier 8,Logistics,6240.96,2029-07-04
PO2013,Supplier 8,Logistics,981.46,2029-07-05
PO2014,Supplier 50,Packaging,22045.13,2029-07-06
PO2015,Supplier 28,Packaging,24157.44,2029-07-07
PO2016,Supplier 20,Raw Materials,8868.47,2029-07-08
PO2017,Supplier 47,Chemicals,8793.42,2029-07-09
PO2018,Supplier 7,Packaging,673.75,2029-07-10
PO2019,Supplier 11,Packaging,17166.14,2029-07-11
PO2020,Supplier 20,Logistics,20723.28,2029-07-12
PO2021,Supplier 16,Chemicals,4091.9,2029-07-13
PO2022,Supplier 4,IT Equipment,4411.83,2029-07-14
PO2023,Supplier 6,Raw Materials,19857.04,2029-07-15
PO2024,Supplier 22,Packaging,15599.12,2029-07-16
PO2025,Supplier 26,Chemicals,1599.08,2029-07-17
PO2026,Supplier 3,Chemicals,15752.4,2029-07-18
PO2027,Supplier 41,Raw Materials,8068.48,2029-07-19
PO2028,Supplier 42,Chemicals,9533.77,2029-07-20
PO2029,Supplier 14,Chemicals,19358.42,2029-07-21
PO2030,Supplier 11,Chemicals,20367.91,2029-07-22
PO2031,Supplier 18,Packaging,10308.74,2029-07-23
PO2032,Supplier 12,Raw Materials,23705.25,2029-07-24
PO2033,Supplier 23,Chemicals,10458.34,2029-07-25
PO2034,Supplier 12,Chemicals,19409.98,2029-07-26
PO2035,Supplier 13,Packaging,12354.99,2029-07-27
PO2036,Supplier 25,Raw Materials,22489.54,2029-07-28
PO2037,Supplier 45,Logistics,22740.15,2029-07-29
PO2038,Supplier 19,Packaging,2641.71,2029-07-30
PO2039,Supplier 46,Raw Materials,23444.09,2029-07-31
PO2040,Supplier 36,Chemicals,20725.6,2029-08-01
PO2041,Supplier 45,Raw Materials,19887.11,2029-08-02
PO2042,Supplier 8,Raw Materials,5422.33,2029-08-03
PO2043,Supplier 29,IT Equipment,20225.42,2029-08-04
PO2044,Supplier 32,Raw Materials,21328.25,2029-08-05
PO2045,Supplier 44,Logistics,7584.18,2029-08-06
PO2046,Supplier 18,Raw Materials,23830.37,2029-08-07
PO2047,Supplier 6,Logistics,1721.57,2029-08-08
PO2048,Supplier 18,Chemicals,4172.78,2029-08-09
PO2049,Supplier 19,Logistics,13670.74,2029-08-10
PO2050,Supplier 22,Chemicals,14606.92,2029-08-11
PO2051,Supplier 37,Chemicals,16306.18,2029-08-12
PO2052,Supplier 32,Logistics,915.74,2029-08-13
PO2053,Supplier 41,Packaging,24028.99,2029-08-14
PO2054,Supplier 3,Maintenance,1592.41,2029-08-15
PO2055,Supplier 28,Raw Materials,4005.02,2029-08-16
PO2056,Supplier 10,IT Equipment,843.36,2029-08-17
PO2057,Supplier 35,Maintenance,14388.03,2029-08-18
PO2058,Supplier 29,Raw Materials,23340.54,2029-08-19
PO2059,Supplier 15,Raw Materials,16815.71,2029-08-20
PO2060,Supplier 33,Chemicals,20655.11,2029-08-21
PO2061,Supplier 7,Raw Materials,825.39,2029-08-22
PO2062,Supplier 12,IT Equipment,13779.37,2029-08-23
PO2063,Supplier 49,Raw Materials,11759.29,2029-08-24
PO2064,Supplier 30,Logistics,12724.71,2029-08-25
PO2065,Supplier 21,Maintenance,2269.22,2029-08-26
PO2066,Supplier 31,Logistics,17268.67,2029-08-27
PO2067,Supplier 24,IT Equipment,12828.9,2029-08-28
PO2068,Supplier 20,Raw Materials,19246.15,2029-08-29
PO2069,Supplier 37,IT Equipment,12389.62,2029-08-30
PO2070,Supplier 4,Chemicals,4159.85,2029-08-31
PO2071,Supplier 28,Logistics,16382.3,2029-09-01
PO2072,Supplier 44,Logistics,4723.47,2029-09-02
PO2073,Supplier 20,Packaging,21873.67,2029-09-03
PO2074,Supplier 24,Raw Materials,15521.35,2029-09-04
PO2075,Supplier 50,Chemicals,4351.5,2029-09-05
PO2076,Supplier 49,Logistics,24077.28,2029-09-06
PO2077,Supplier 32,Logistics,13199.95,2029-09-07
PO2078,Supplier 41,Chemicals,2286.01,2029-09-08
PO2079,Supplier 36,IT Equipment,15857.41,2029-09-09
PO2080,Supplier 34,IT Equipment,6703.37,2029-09-10
PO2081,Supplier 36,Raw Materials,20190.49,2029-09-11
PO2082,Supplier 2,Packaging,20536.64,2029-09-12
PO2083,Supplier 15,Logistics,24484.21,2029-09-13
PO2084,Supplier 34,Packaging,12795.8,2029-09-14
PO2085,Supplier 36,IT Equipment,11646.44,2029-09-15
PO2086,Supplier 6,IT Equipment,18960.15,2029-09-16
PO2087,Supplier 39,Maintenance,3745.53,2029-09-17
PO2088,Supplier 42,Raw Materials,13899.43,2029-09-18
PO2089,Supplier 12,Maintenance,13883.07,2029-09-19
PO2090,Supplier 3,Maintenance,2692.09,2029-09-20
PO2091,Supplier 45,Maintenance,10740.61,2029-09-21
PO2092,Supplier 18,Raw Materials,21405.48,2029-09-22
PO2093,Supplier 40,Raw Materials,21475.76,2029-09-23
PO2094,Supplier 21,Chemicals,2931.32,2029-09-24
PO2095,Supplier 15,Packaging,2722.66,2029-09-25
PO2096,Supplier 33,Packaging,6936.04,2029-09-26
PO2097,Supplier 35,Chemicals,21931.77,2029-09-27
PO2098,Supplier 26,Chemicals,3658.11,2029-09-28
PO2099,Supplier 8,IT Equipment,18139.92,2029-09-29
PO2100,Supplier 36,Maintenance,2978.56,2029-09-30
PO2101,Supplier 48,Chemicals,15766.88,2029-10-01
PO2102,Supplier 30,Logistics,9223.65,2029-10-02
PO2103,Supplier 23,Packaging,19828.39,2029-10-03
PO2104,Supplier 42,Chemicals,6225.42,2029-10-04
PO2105,Supplier 44,Logistics,16160.44,2029-10-05
PO2106,Supplier 14,Logistics,6274.22,2029-10-06
PO2107,Supplier 14,Logistics,17984.68,2029-10-07
PO2108,Supplier 2,IT Equipment,21905.11,2029-10-08
PO2109,Supplier 37,IT Equipment,3606.64,2029-10-09
PO2110,Supplier 5,Logistics,21731.59,2029-10-10
PO2111,Supplier 38,IT Equipment,15042.59,2029-10-11
PO2112,Supplier 45,Maintenance,3614.21,2029-10-12
PO2113,Supplier 41,Logistics,10974.78,2029-10-13
PO2114,Supplier 47,Maintenance,4441.08,2029-10-14
PO2115,Supplier 14,Maintenance,17658.52,2029-10-15
PO2116,Supplier 39,Logistics,19092.27,2029-10-16
PO2117,Supplier 25,Packaging,3092.01,2029-10-17
PO2118,Supplier 20,Logistics,12900.43,2029-10-18
PO2119,Supplier 2,Logistics,20458.31,2029-10-19
PO2120,Supplier 39,IT Equipment,23435.99,2029-10-20
PO2121,Supplier 6,Logistics,13081.19,2029-10-21
PO2122,Supplier 17,Packaging,23781.84,2029-10-22
PO2123,Supplier 25,IT Equipment,13624.38,2029-10-23
PO2124,Supplier 28,Raw Materials,10157.67,2029-10-24
PO2125,Supplier 2,Raw Materials,21280.98,2029-10-25
PO2126,Supplier 35,Maintenance,12578.08,2029-10-26
PO2127,Supplier 37,Maintenance,12061.61,2029-10-27
PO2128,Supplier 5,Packaging,12512.66,2029-10-28
PO2129,Supplier 1,Chemicals,21246.23,2029-10-29
PO2130,Supplier 40,Raw Materials,20882.57,2029-10-30
PO2131,Supplier 12,Maintenance,10386.24,2029-10-31
PO2132,Supplier 36,Raw Materials,8665.85,2029-11-01
PO2133,Supplier 45,Packaging,12552.24,2029-11-02
PO2134,Supplier 23,Packaging,14532.93,2029-11-03
PO2135,Supplier 47,Chemicals,6339.26,2029-11-04
PO2136,Supplier 31,Chemicals,19951.9,2029-11-05
PO2137,Supplier 11,IT Equipment,12418.83,2029-11-06
PO2138,Supplier 10,Packaging,8684.12,2029-11-07
PO2139,Supplier 3,Maintenance,3117.11,2029-11-08
PO2140,Supplier 14,Raw Materials,6351.71,2029-11-09
PO2141,Supplier 16,Logistics,23757.39,2029-11-10
PO2142,Supplier 10,Chemicals,7974.94,2029-11-11
PO2143,Supplier 29,Logistics,4637.05,2029-11-12
PO2144,Supplier 10,Maintenance,11786.48,2029-11-13
PO2145,Supplier 12,Chemicals,8023.65,2029-11-14
PO2146,Supplier 30,Logistics,1361.4,2029-11-15
PO2147,Supplier 41,Maintenance,8417.06,2029-11-16
PO2148,Supplier 1,Raw Materials,13830.66,2029-11-17
PO2149,Supplier 5,Maintenance,14016.95,2029-11-18
PO2150,Supplier 20,IT Equipment,9235.69,2029-11-19
PO2151,Supplier 8,Chemicals,11458.92,2029-11-20
PO2152,Supplier 43,Packaging,24155.19,2029-11-21
PO2153,Supplier 12,Raw Materials,9745.04,2029-11-22
PO2154,Supplier 1,Logistics,6826.56,2029-11-23
PO2155,Supplier 20,Chemicals,6464.94,2029-11-24
PO2156,Supplier 28,Packaging,11715.23,2029-11-25
PO2157,Supplier 43,Maintenance,19108.24,2029-11-26
PO2158,Supplier 37,Packaging,5546.71,2029-11-27
PO2159,Supplier 47,Chemicals,17877.76,2029-11-28
PO2160,Supplier 37,Chemicals,1018.17,2029-11-29
PO2161,Supplier 12,IT Equipment,10763.86,2029-11-30
PO2162,Supplier 37,IT Equipment,19508.69,2029-12-01
PO2163,Supplier 49,Packaging,8798.96,2029-12-02
PO2164,Supplier 49,Maintenance,14311.56,2029-12-03
PO2165,Supplier 44,Packaging,5521.99,2029-12-04
PO2166,Supplier 28,Chemicals,18678.89,2029-12-05
PO2167,Supplier 47,Chemicals,1780.84,2029-12-06
PO2168,Supplier 15,Logistics,21387.29,2029-12-07
PO2169,Supplier 6,IT Equipment,5355.81,2029-12-08
PO2170,Supplier 44,Logistics,21922.75,2029-12-09
PO2171,Supplier 20,Raw Materials,9136.97,2029-12-10
PO2172,Supplier 50,Chemicals,18205.75,2029-12-11
PO2173,Supplier 14,Logistics,8321.02,2029-12-12
PO2174,Supplier 2,Packaging,22694.84,2029-12-13
PO2175,Supplier 9,IT Equipment,3602.61,2029-12-14
PO2176,Supplier 37,IT Equipment,4873.73,2029-12-15
PO2177,Supplier 20,Maintenance,12579.24,2029-12-16
PO2178,Supplier 26,Packaging,2507.49,2029-12-17
PO2179,Supplier 29,Maintenance,5301.51,2029-12-18
PO2180,Supplier 1,Logistics,23622.28,2029-12-19
PO2181,Supplier 35,Raw Materials,24424.0,2029-12-20
PO2182,Supplier 6,Packaging,9718.35,2029-12-21
PO2183,Supplier 37,Packaging,23120.51,2029-12-22
PO2184,Supplier 5,Packaging,13848.2,2029-12-23
PO2185,Supplier 33,Maintenance,7108.69,2029-12-24
PO2186,Supplier 49,Logistics,17708.77,2029-12-25
PO2187,Supplier 14,Packaging,16643.09,2029-12-26
PO2188,Supplier 12,Packaging,24733.57,2029-12-27
PO2189,Supplier 42,IT Equipment,6993.66,2029-12-28
PO2190,Supplier 20,Raw Materials,16965.46,2029-12-29
PO2191,Supplier 50,IT Equipment,1774.58,2029-12-30
PO2192,Supplier 24,IT Equipment,3284.33,2029-12-31
PO2193,Supplier 43,Raw Materials,596.0,2030-01-01
PO2194,Supplier 34,Logistics,24986.79,2030-01-02
PO2195,Supplier 25,IT Equipment,20155.71,2030-01-03
PO2196,Supplier 50,Logistics,19774.71,2030-01-04
PO2197,Supplier 29,IT Equipment,12988.29,2030-01-05
PO2198,Supplier 39,Chemicals,7851.64,2030-01-06
PO2199,Supplier 31,Raw Materials,4205.97,2030-01-07
PO2200,Supplier 47,IT Equipment,7474.53,2030-01-08
PO2201,Supplier 43,Chemicals,9711.29,2030-01-09
PO2202,Supplier 50,Maintenance,19029.6,2030-01-10
PO2203,Supplier 23,Chemicals,13721.71,2030-01-11
PO2204,Supplier 44,Packaging,2398.35,2030-01-12
PO2205,Supplier 38,IT Equipment,941.71,2030-01-13
PO2206,Supplier 20,Chemicals,3007.14,2030-01-14
PO2207,Supplier 23,Logistics,10557.22,2030-01-15
PO2208,Supplier 45,Maintenance,23363.23,2030-01-16
PO2209,Supplier 16,IT Equipment,16116.36,2030-01-17
PO2210,Supplier 50,Packaging,20144.73,2030-01-18
PO2211,Supplier 42,Chemicals,11926.18,2030-01-19
PO2212,Supplier 8,Maintenance,9360.82,2030-01-20
PO2213,Supplier 50,IT Equipment,3155.81,2030-01-21
PO2214,Supplier 21,Maintenance,21960.36,2030-01-22
PO2215,Supplier 1,Packaging,19687.42,2030-01-23
PO2216,Supplier 8,Chemicals,4618.89,2030-01-24
PO2217,Supplier 29,Maintenance,13050.38,2030-01-25
PO2218,Supplier 32,Maintenance,12440.68,2030-01-26
PO2219,Supplier 38,Raw Materials,15814.74,2030-01-27
PO2220,Supplier 5,Maintenance,23681.58,2030-01-28
PO2221,Supplier 47,Raw Materials,14704.4,2030-01-29
PO2222,Supplier 22,Chemicals,13735.32,2030-01-30
PO2223,Supplier 47,IT Equipment,1732.91,2030-01-31
PO2224,Supplier 34,IT Equipment,2041.23,2030-02-01
PO2225,Supplier 1,Chemicals,5090.0,2030-02-02
PO2226,Supplier 26,Chemicals,1295.53,2030-02-03
PO2227,Supplier 43,Logistics,18712.15,2030-02-04
PO2228,Supplier 10,Chemicals,18221.59,2030-02-05
PO2229,Supplier 30,Maintenance,3833.38,2030-02-06
PO2230,Supplier 50,IT Equipment,20983.93,2030-02-07
PO2231,Supplier 18,Packaging,4292.26,2030-02-08
PO2232,Supplier 17,IT Equipment,7878.8,2030-02-09
PO2233,Supplier 26,Raw Materials,6599.93,2030-02-10
PO2234,Supplier 8,IT Equipment,9621.52,2030-02-11
PO2235,Supplier 47,Logistics,6739.26,2030-02-12
PO2236,Supplier 40,Chemicals,12479.3,2030-02-13
PO2237,Supplier 49,Chemicals,10481.49,2030-02-14
PO2238,Supplier 12,IT Equipment,24670.95,2030-02-15
PO2239,Supplier 27,Packaging,1870.2,2030-02-16
PO2240,Supplier 8,Packaging,3983.44,2030-02-17
PO2241,Supplier 25,Logistics,1794.23,2030-02-18
PO2242,Supplier 46,Raw Materials,15833.11,2030-02-19
PO2243,Supplier 4,IT Equipment,1835.48,2030-02-20
PO2244,Supplier 33,Chemicals,20992.77,2030-02-21
PO2245,Supplier 1,IT Equipment,13042.5,2030-02-22
PO2246,Supplier 19,Logistics,13411.69,2030-02-23
PO2247,Supplier 31,Maintenance,14259.07,2030-02-24
PO2248,Supplier 16,Maintenance,4684.94,2030-02-25
PO2249,Supplier 14,Logistics,5343.41,2030-02-26
PO2250,Supplier 48,Chemicals,8311.02,2030-02-27
PO2251,Supplier 5,Logistics,15040.66,2030-02-28
PO2252,Supplier 41,Chemicals,5647.89,2030-03-01
PO2253,Supplier 26,Packaging,3350.13,2030-03-02
PO2254,Supplier 28,Logistics,24267.86,2030-03-03
PO2255,Supplier 2,Chemicals,1038.55,2030-03-04
PO2256,Supplier 50,Logistics,20166.09,2030-03-05
PO2257,Supplier 6,Logistics,19806.86,2030-03-06
PO2258,Supplier 9,Chemicals,7781.75,2030-03-07
PO2259,Supplier 33,Chemicals,3822.85,2030-03-08
PO2260,Supplier 41,Raw Materials,4067.9,2030-03-09
PO2261,Supplier 25,Logistics,17587.07,2030-03-10
PO2262,Supplier 48,Maintenance,16248.76,2030-03-11
PO2263,Supplier 13,Logistics,19677.27,2030-03-12
PO2264,Supplier 9,Logistics,23468.29,2030-03-13
PO2265,Supplier 13,Chemicals,17452.22,2030-03-14
PO2266,Supplier 31,Logistics,4318.36,2030-03-15
PO2267,Supplier 41,IT Equipment,6464.34,2030-03-16
PO2268,Supplier 11,Logistics,21133.75,2030-03-17
PO2269,Supplier 4,IT Equipment,5628.0,2030-03-18
PO2270,Supplier 34,Maintenance,2276.8,2030-03-19
PO2271,Supplier 38,Chemicals,17730.36,2030-03-20
PO2272,Supplier 46,Logistics,10361.9,2030-03-21
PO2273,Supplier 4,IT Equipment,23040.98,2030-03-22
PO2274,Supplier 38,IT Equipment,16431.25,2030-03-23
PO2275,Supplier 19,IT Equipment,2715.26,2030-03-24
PO2276,Supplier 6,Packaging,23722.49,2030-03-25
PO2277,Supplier 34,Raw Materials,6834.65,2030-03-26
PO2278,Supplier 18,Maintenance,8761.71,2030-03-27
PO2279,Supplier 13,Logistics,10355.38,2030-03-28
PO2280,Supplier 41,Packaging,1755.0,2030-03-29
PO2281,Supplier 23,Logistics,12664.63,2030-03-30
PO2282,Supplier 19,Logistics,3521.3,2030-03-31
PO2283,Supplier 45,Chemicals,10323.77,2030-04-01
PO2284,Supplier 11,Chemicals,9092.39,2030-04-02
PO2285,Supplier 1,Chemicals,19434.58,2030-04-03
PO2286,Supplier 24,Packaging,20177.68,2030-04-04
PO2287,Supplier 7,Logistics,4258.62,2030-04-05
PO2288,Supplier 25,Raw Materials,9480.5,2030-04-06
PO2289,Supplier 21,Maintenance,9647.15,2030-04-07
PO2290,Supplier 15,Chemicals,4209.56,2030-04-08
PO2291,Supplier 1,Chemicals,20062.11,2030-04-09
PO2292,Supplier 12,Logistics,17827.09,2030-04-10
PO2293,Supplier 7,Logistics,5164.35,2030-04-11
PO2294,Supplier 15,Packaging,9484.69,2030-04-12
PO2295,Supplier 21,Packaging,3092.22,2030-04-13
PO2296,Supplier 19,Chemicals,15891.06,2030-04-14
PO2297,Supplier 29,Logistics,3473.61,2030-04-15
PO2298,Supplier 25,Raw Materials,24655.39,2030-04-16
PO2299,Supplier 33,Maintenance,19626.71,2030-04-17
PO2300,Supplier 49,Logistics,10060.84,2030-04-18
PO2301,Supplier 32,Logistics,14674.82,2030-04-19
PO2302,Supplier 49,IT Equipment,22827.87,2030-04-20
PO2303,Supplier 35,Packaging,14075.43,2030-04-21
PO2304,Supplier 44,Maintenance,4775.21,2030-04-22
PO2305,Supplier 38,Chemicals,9778.23,2030-04-23
PO2306,Supplier 26,Logistics,21157.05,2030-04-24
PO2307,Supplier 11,Chemicals,16283.22,2030-04-25
PO2308,Supplier 35,Logistics,16442.75,2030-04-26
PO2309,Supplier 8,Chemicals,21737.13,2030-04-27
PO2310,Supplier 46,Maintenance,22402.34,2030-04-28
PO2311,Supplier 14,Packaging,23034.92,2030-04-29
PO2312,Supplier 10,Maintenance,2823.81,2030-04-30
PO2313,Supplier 2,IT Equipment,13831.09,2030-05-01
PO2314,Supplier 46,Raw Materials,18642.48,2030-05-02
PO2315,Supplier 9,Packaging,19044.71,2030-05-03
PO2316,Supplier 3,Maintenance,15364.55,2030-05-04
PO2317,Supplier 21,IT Equipment,4586.29,2030-05-05
PO2318,Supplier 26,Raw Materials,20036.8,2030-05-06
PO2319,Supplier 8,IT Equipment,18142.73,2030-05-07
PO2320,Supplier 48,Logistics,2610.33,2030-05-08
PO2321,Supplier 2,Logistics,11863.34,2030-05-09
PO2322,Supplier 6,Chemicals,4762.45,2030-05-10
PO2323,Supplier 28,Packaging,8768.19,2030-05-11
PO2324,Supplier 29,Logistics,942.99,2030-05-12
PO2325,Supplier 26,IT Equipment,10308.08,2030-05-13
PO2326,Supplier 25,Packaging,13971.98,2030-05-14
PO2327,Supplier 12,Logistics,15679.77,2030-05-15
PO2328,Supplier 5,Chemicals,16755.51,2030-05-16
PO2329,Supplier 34,Maintenance,20989.14,2030-05-17
PO2330,Supplier 48,Chemicals,5778.84,2030-05-18
PO2331,Supplier 37,Raw Materials,3451.8,2030-05-19
PO2332,Supplier 15,Logistics,21362.66,2030-05-20
PO2333,Supplier 44,Raw Materials,4337.01,2030-05-21
PO2334,Supplier 36,Raw Materials,24381.62,2030-05-22
PO2335,Supplier 15,IT Equipment,21142.19,2030-05-23
PO2336,Supplier 43,Packaging,12771.48,2030-05-24
PO2337,Supplier 48,IT Equipment,24544.82,2030-05-25
PO2338,Supplier 23,Logistics,2885.73,2030-05-26
PO2339,Supplier 6,Raw Materials,7925.11,2030-05-27
PO2340,Supplier 46,Maintenance,16136.5,2030-05-28
PO2341,Supplier 50,Raw Materials,9075.17,2030-05-29
PO2342,Supplier 44,Maintenance,23245.13,2030-05-30
PO2343,Supplier 43,IT Equipment,2107.84,2030-05-31
PO2344,Supplier 45,IT Equipment,13960.59,2030-06-01
PO2345,Supplier 21,Packaging,14976.22,2030-06-02
PO2346,Supplier 23,Raw Materials,16491.84,2030-06-03
PO2347,Supplier 43,Chemicals,6763.82,2030-06-04
PO2348,Supplier 16,IT Equipment,9431.88,2030-06-05
PO2349,Supplier 47,IT Equipment,21170.17,2030-06-06
PO2350,Supplier 15,Packaging,5276.1,2030-06-07
PO2351,Supplier 25,Maintenance,20758.26,2030-06-08
PO2352,Supplier 36,Packaging,14285.06,2030-06-09
PO2353,Supplier 11,Raw Materials,19173.59,2030-06-10
PO2354,Supplier 15,Logistics,17983.38,2030-06-11
PO2355,Supplier 4,Logistics,5584.03,2030-06-12
PO2356,Supplier 21,Maintenance,14435.91,2030-06-13
PO2357,Supplier 13,IT Equipment,21759.22,2030-06-14
PO2358,Supplier 22,Maintenance,11086.85,2030-06-15
PO2359,Supplier 19,IT Equipment,24181.47,2030-06-16
PO2360,Supplier 34,IT Equipment,11579.27,2030-06-17
